"timesheet_id","employee_id","date","checkin","checkout"
70024704,9900,2020-12-15,"09:01:00","18:06:00"
70025316,48508,2020-12-17,"08:04:00","18:04:00"
70038523,9900,2020-12-16,"09:02:00","18:17:00"
70038549,9900,2020-12-08,"09:03:00","18:14:00"
70038565,9900,2020-12-10,"09:05:00","18:09:00"
70038581,9900,2020-12-07,"09:08:00","18:16:00"
70038602,9900,2020-12-11,"09:09:00","18:19:00"
70038624,9900,2020-12-17,"09:03:00","18:09:00"
70038654,9900,2020-12-14,"09:09:00","18:11:00"
70041570,340184,2020-12-19,"07:51:03","16:04:12"
70045277,9900,2020-12-18,"09:05:00","18:12:00"
70045321,9900,2020-12-04,"09:08:00","18:14:00"
70045342,9900,2020-11-25,"09:03:00","18:12:00"
70045372,9900,2020-12-01,"09:01:00","18:07:00"
70045385,9900,2020-11-26,"09:09:00","18:13:00"
70045429,9900,2020-11-27,"09:13:00","18:17:00"
70046145,9900,2020-11-30,"09:14:00","18:18:00"
70046168,9900,2020-12-02,"09:06:00","18:11:00"
70046184,9900,2020-12-03,"09:06:00","18:07:00"
70046226,9900,2020-11-24,"09:03:00","18:12:00"
70046236,9900,2020-11-23,"09:02:00","18:11:00"
70046279,29,2020-10-21,"09:00:00","18:00:00"
70046308,208682,2020-12-17,"09:00:00","18:00:00"
70046333,124826,2020-12-01,"08:41:00","18:41:00"
70046371,124826,2020-12-03,"08:43:00","18:43:00"
70046411,124826,2020-12-14,"08:47:00","18:47:00"
70046440,124826,2020-12-02,"08:42:00","18:42:00"
70046456,124826,2020-12-08,"08:45:00","18:45:00"
70046475,124826,2020-12-07,"08:44:00","20:44:00"
70046498,124826,2020-12-10,"08:45:00","18:45:00"
70046517,124826,2020-12-11,"08:46:00","18:46:00"
70046549,208682,2020-12-18,"09:00:00","18:00:00"
70046566,124826,2020-12-15,"08:47:00","18:48:00"
70046585,124826,2020-12-16,"08:48:00","18:48:00"
70046597,124826,2020-12-17,"08:48:00","18:48:00"
70046617,124826,2020-12-18,"08:49:00","18:49:00"
70046646,124826,2020-12-04,"08:43:00","18:43:00"
70046673,13,2020-12-18,"03:44:00","18:44:00"
70046692,9876,2020-12-18,"09:00:00","18:00:00"
70046713,173827,2020-12-18,"09:00:00","18:00:00"
70046726,9896,2020-12-17,"09:00:00","18:00:00"
70046751,124826,2020-11-30,"08:40:00","18:39:00"
70046775,124906,2020-12-18,"09:00:00","18:00:00"
70046826,21,2020-12-17,"08:00:00","19:30:00"
70046854,21,2020-12-16,"08:00:00","19:00:00"
70046901,19,2020-12-04,"09:00:00","18:00:00"
70046918,14,2020-12-10,"09:00:00","18:00:00"
70046929,109055,2020-12-10,"09:00:00","18:00:00"
70046951,9895,2020-12-10,"09:00:00","18:00:00"
70046968,9899,2020-12-10,"08:56:00","18:56:00"
70046976,58130,2020-12-10,"09:00:00","18:00:00"
70046991,232954,2020-12-10,"09:00:00","18:00:00"
70047007,19,2020-12-10,"09:00:00","18:00:00"
70047030,109055,2020-12-11,"09:00:00","18:00:00"
70047047,9895,2020-12-11,"09:00:00","18:00:00"
70047077,14,2020-12-11,"09:00:00","18:00:00"
70047091,9896,2020-12-18,"09:00:00","18:00:00"
70047109,58130,2020-12-11,"09:00:00","18:00:00"
70047153,232954,2020-12-11,"09:00:00","18:03:00"
70047166,9899,2020-12-14,"08:56:00","18:56:00"
70047183,109055,2020-12-14,"09:00:00","18:00:00"
70047210,19,2020-12-14,"09:00:00","18:00:00"
70047224,24,2020-12-14,"09:00:00","18:02:00"
70047245,14,2020-12-14,"09:00:00","18:00:00"
70047258,14,2020-12-15,"09:00:00","18:00:00"
70047278,58130,2020-12-14,"09:00:00","18:00:00"
70047302,109055,2020-12-15,"09:00:00","18:00:00"
70047326,232954,2020-12-14,"09:00:00","18:00:00"
70047351,9899,2020-12-15,"08:54:00","18:54:00"
70047370,24,2020-12-15,"09:00:00","18:00:00"
70047391,58130,2020-12-15,"09:00:00","18:00:00"
70047411,19,2020-12-16,"09:00:00","21:00:00"
70047423,19,2020-12-15,"09:00:00","18:00:00"
70047440,9895,2020-12-16,"09:00:00","18:00:00"
70047467,109055,2020-12-16,"09:00:00","18:00:00"
70047478,14,2020-12-16,"09:00:00","18:00:00"
70047500,9899,2020-12-16,"08:34:00","18:34:00"
70047517,58130,2020-12-16,"09:00:00","18:00:00"
70047535,15,2020-11-23,"09:00:00","18:51:00"
70047548,15,2020-12-30,"09:00:00","18:53:00"
70047566,15,2020-11-27,"09:00:00","18:52:00"
70047574,15,2020-11-26,"09:00:00","18:52:00"
70047592,15,2020-11-25,"09:00:00","18:52:00"
70047602,15,2020-11-24,"09:00:00","18:51:00"
70047609,109055,2020-12-17,"09:00:00","18:00:00"
70047627,19,2020-12-17,"09:00:00","18:00:00"
70047645,24,2020-12-16,"08:15:00","18:15:00"
70047656,24,2020-12-17,"09:00:00","18:02:00"
70047666,19,2020-12-18,"09:00:00","18:00:00"
70047684,232954,2020-12-17,"09:00:00","18:00:00"
70047716,232954,2020-12-16,"09:00:00","18:00:00"
70047730,232954,2020-12-15,"09:00:00","18:00:00"
70047760,9895,2020-12-17,"09:00:00","18:00:00"
70047775,109055,2020-12-18,"09:00:00","18:00:00"
70047786,58130,2020-12-18,"09:01:00","18:00:00"
70047800,24,2020-12-18,"08:59:00","18:09:00"
70047863,14,2020-12-17,"09:00:00","18:00:00"
70048064,51311,2020-12-18,"09:00:00","18:00:00"
70048165,151191,2020-12-18,"09:00:00","18:00:00"
70048183,15142,2020-12-18,"09:00:00","18:00:00"
70048203,28754,2020-12-18,"09:00:00","18:00:00"
70048218,124826,2020-11-27,"08:40:00","18:40:00"
70048235,124826,2020-11-23,"08:45:00","18:45:00"
70048261,124826,2020-11-24,"08:37:00","18:38:00"
70048275,124826,2020-11-25,"08:38:00","18:38:00"
70048287,124826,2020-11-26,"08:39:00","18:39:00"
70048301,325787,2020-12-18,"09:00:00","19:23:00"
70048697,329501,2020-12-17,"09:00:00","18:00:00"
70048734,208682,2020-12-07,"09:00:00","18:00:00"
70048754,26612,2020-12-17,"09:00:00","18:00:00"
70048777,208682,2020-12-10,"09:00:00","18:00:00"
70048798,208682,2020-12-08,"09:00:00","18:00:00"
70048806,329501,2020-12-18,"09:00:00","18:00:00"
70048820,28,2020-12-18,"09:00:00","18:00:00"
70048832,9899,2020-12-11,"08:57:00","18:57:00"
70049798,340184,2020-12-20,"07:51:45","16:03:28"
70052347,61,2020-12-19,"08:36:47","15:33:00"
70104168,213714,2020-12-18,"08:00:00","21:00:00"
70104170,213714,2020-12-16,"08:00:00","17:00:00"
70104171,213714,2020-12-17,"08:00:00","17:00:00"
70120199,15,2020-12-17,"09:00:00","18:52:00"
70120229,15,2020-12-14,"09:00:00","18:50:00"
70120259,15,2020-12-11,"09:00:00","18:49:00"
70120265,15,2020-12-03,"09:00:00","18:47:00"
70120269,15,2020-12-07,"09:00:00","18:48:00"
70120274,15,2020-12-08,"09:00:00","18:49:00"
70120282,15,2020-12-10,"09:00:00","18:49:00"
70120289,15,2020-12-02,"09:00:00","18:47:00"
70120293,15,2020-12-01,"09:00:00","18:46:00"
70120299,15,2020-11-30,"09:00:00","18:46:00"
70120304,15,2020-12-04,"09:00:00","18:47:00"
70120307,15,2020-12-18,"09:00:00","18:52:00"
70120312,232954,2020-12-18,"09:00:00","18:10:00"
70120317,19,2020-12-11,"09:00:00","18:00:00"
70120344,9895,2020-12-18,"09:00:00","18:00:00"
70120349,9899,2020-12-18,"09:00:00","18:00:00"
70135277,9898,2020-12-16,"09:00:00","18:00:00"
70135279,9898,2020-12-17,"09:00:00","18:00:00"
70186999,66,2020-12-21,"06:57:00",
70200904,62,2020-12-21,"07:45:50",
70201678,9908,2020-12-21,"07:47:30",
70204495,285511,2020-12-21,"07:52:39",
70206731,251119,2020-12-21,"08:56:15",
70207714,109100,2020-12-21,"07:57:37",
70209470,69,2020-12-21,"08:00:13","20:04:18"
70209994,59,2020-12-21,"08:00:56",
70213957,201506,2020-12-21,"08:08:16",
70214517,117041,2020-12-21,"08:09:06",
70215073,174070,2020-12-21,"08:09:51",
70233963,61,2020-12-21,"08:42:11",
70248568,325787,2020-12-21,"08:30:00",
70248645,30,2020-12-18,"09:00:00","18:00:00"
70248678,30,2020-12-17,"09:00:00","18:00:00"
70248714,28763,2020-12-21,"09:00:00","18:00:00"
70248769,26612,2020-12-18,"09:00:00","06:00:00"
70248790,57649,2020-12-21,"08:00:00","17:00:00"
70248860,15,2020-12-15,"09:00:00","18:51:00"
70248893,15,2020-12-16,"09:00:00","18:51:00"
70254886,65,2020-12-21,"09:23:26",
70306541,32,2020-12-21,"08:00:00","17:00:00"
70307188,15142,2020-12-21,"09:00:00","18:00:00"
70307193,9899,2020-12-21,"09:00:00","18:01:00"
70307196,22,2020-12-21,"09:00:00","18:00:00"
70307198,24,2020-12-21,"09:00:00","18:18:00"
70381044,311335,2020-12-21,"09:00:00","18:00:00"
70381053,28,2020-12-21,"09:00:00","18:00:00"
70381058,151407,2020-12-21,"09:00:00","18:00:00"
70434887,340184,2020-12-21,"19:56:50",
70461890,285438,2020-12-22,"07:33:35","17:16:26"
70467110,59,2020-12-22,"07:48:02","17:10:56"
70467328,109100,2020-12-22,"07:48:31","17:12:20"
70470138,285454,2020-12-22,"07:53:48",
70473094,251119,2020-12-22,"08:58:00","19:50:30"
70473662,9908,2020-12-22,"07:58:55","17:19:04"
70474487,117041,2020-12-22,"08:00:11","17:29:37"
70475835,70,2020-12-22,"08:01:58","17:17:29"
70476064,174070,2020-12-22,"08:02:18","17:21:37"
70479549,201506,2020-12-22,"08:06:35","17:25:04"
70481282,69,2020-12-22,"08:10:15","17:10:50"
70481740,340184,2020-12-22,"15:45:27","00:05:46"
70501731,61,2020-12-22,"08:57:41",
70512567,65,2020-12-22,"09:34:45",
70561513,285438,2020-12-23,"07:54:33",
70561542,285454,2020-12-23,"07:52:32","16:35:57"
70561571,285511,2020-12-22,"23:50:07","08:18:49"
70611037,48508,2020-12-22,"08:11:00","18:11:00"
70641497,251119,2020-12-23,"08:51:12",
70646441,201506,2020-12-23,"07:59:40","17:16:18"
70646739,174070,2020-12-23,"08:00:10",
70646795,69,2020-12-23,"08:00:16",
70648277,117041,2020-12-23,"08:02:36","17:10:01"
70649593,59,2020-12-23,"08:05:29","17:05:18"
70649597,109100,2020-12-23,"08:05:30","17:05:30"
70650186,9908,2020-12-23,"08:06:52",
70650458,70,2020-12-23,"08:07:33","17:13:27"
70685696,65,2020-12-23,"09:30:54",
